"row_id","POLVIEWS_TRUE","pred_var","pred_narr","var_wrong","narr_wrong","case_type","bias_var","bias_narr"
31,0,0,1,FALSE,TRUE,"Only Narrative Model Wrong","Correct","Too Conservative"
32,0,1,0,TRUE,FALSE,"Only Variable Model Wrong","Too Conservative","Correct"
33,0,1,1,TRUE,TRUE,"Both Wrong","Too Conservative","Too Conservative"
34,0,1,1,TRUE,TRUE,"Both Wrong","Too Conservative","Too Conservative"
35,1,1,1,FALSE,FALSE,"Both Correct","Correct","Correct"
36,0,1,1,TRUE,TRUE,"Both Wrong","Too Conservative","Too Conservative"
37,0,1,1,TRUE,TRUE,"Both Wrong","Too Conservative","Too Conservative"
38,0,1,0,TRUE,FALSE,"Only Variable Model Wrong","Too Conservative","Correct"
39,0,0,1,FALSE,TRUE,"Only Narrative Model Wrong","Correct","Too Conservative"
40,0,1,1,TRUE,TRUE,"Both Wrong","Too Conservative","Too Conservative"
41,1,1,0,FALSE,TRUE,"Only Narrative Model Wrong","Correct","Too Liberal"
42,1,1,1,FALSE,FALSE,"Both Correct","Correct","Correct"
43,0,0,0,FALSE,FALSE,"Both Correct","Correct","Correct"
44,1,1,1,FALSE,FALSE,"Both Correct","Correct","Correct"
45,0,1,1,TRUE,TRUE,"Both Wrong","Too Conservative","Too Conservative"
46,0,1,0,TRUE,FALSE,"Only Variable Model Wrong","Too Conservative","Correct"
47,0,1,1,TRUE,TRUE,"Both Wrong","Too Conservative","Too Conservative"
48,0,0,1,FALSE,TRUE,"Only Narrative Model Wrong","Correct","Too Conservative"
49,0,0,0,FALSE,FALSE,"Both Correct","Correct","Correct"
50,0,1,0,TRUE,FALSE,"Only Variable Model Wrong","Too Conservative","Correct"
51,1,1,0,FALSE,TRUE,"Only Narrative Model Wrong","Correct","Too Liberal"
52,0,0,1,FALSE,TRUE,"Only Narrative Model Wrong","Correct","Too Conservative"
53,0,0,0,FALSE,FALSE,"Both Correct","Correct","Correct"
54,0,1,1,TRUE,TRUE,"Both Wrong","Too Conservative","Too Conservative"
55,1,1,1,FALSE,FALSE,"Both Correct","Correct","Correct"
56,0,1,1,TRUE,TRUE,"Both Wrong","Too Conservative","Too Conservative"
57,1,1,1,FALSE,FALSE,"Both Correct","Correct","Correct"
58,0,1,1,TRUE,TRUE,"Both Wrong","Too Conservative","Too Conservative"
59,0,1,1,TRUE,TRUE,"Both Wrong","Too Conservative","Too Conservative"
60,0,0,0,FALSE,FALSE,"Both Correct","Correct","Correct"
61,0,1,1,TRUE,TRUE,"Both Wrong","Too Conservative","Too Conservative"
62,0,1,1,TRUE,TRUE,"Both Wrong","Too Conservative","Too Conservative"
63,1,1,1,FALSE,FALSE,"Both Correct","Correct","Correct"
64,0,1,1,TRUE,TRUE,"Both Wrong","Too Conservative","Too Conservative"
65,0,1,1,TRUE,TRUE,"Both Wrong","Too Conservative","Too Conservative"
66,0,1,1,TRUE,TRUE,"Both Wrong","Too Conservative","Too Conservative"
67,1,1,1,FALSE,FALSE,"Both Correct","Correct","Correct"
68,0,0,0,FALSE,FALSE,"Both Correct","Correct","Correct"
69,0,1,1,TRUE,TRUE,"Both Wrong","Too Conservative","Too Conservative"
70,0,0,1,FALSE,TRUE,"Only Narrative Model Wrong","Correct","Too Conservative"
71,1,1,0,FALSE,TRUE,"Only Narrative Model Wrong","Correct","Too Liberal"
72,1,1,0,FALSE,TRUE,"Only Narrative Model Wrong","Correct","Too Liberal"
73,0,1,0,TRUE,FALSE,"Only Variable Model Wrong","Too Conservative","Correct"
74,0,0,0,FALSE,FALSE,"Both Correct","Correct","Correct"
75,0,1,0,TRUE,FALSE,"Only Variable Model Wrong","Too Conservative","Correct"
76,1,0,1,TRUE,FALSE,"Only Variable Model Wrong","Too Liberal","Correct"
77,0,1,0,TRUE,FALSE,"Only Variable Model Wrong","Too Conservative","Correct"
78,1,1,1,FALSE,FALSE,"Both Correct","Correct","Correct"
79,1,0,0,TRUE,TRUE,"Both Wrong","Too Liberal","Too Liberal"
80,0,1,1,TRUE,TRUE,"Both Wrong","Too Conservative","Too Conservative"
81,0,1,1,TRUE,TRUE,"Both Wrong","Too Conservative","Too Conservative"
82,1,1,0,FALSE,TRUE,"Only Narrative Model Wrong","Correct","Too Liberal"
83,1,1,1,FALSE,FALSE,"Both Correct","Correct","Correct"
84,1,1,0,FALSE,TRUE,"Only Narrative Model Wrong","Correct","Too Liberal"
85,0,1,1,TRUE,TRUE,"Both Wrong","Too Conservative","Too Conservative"
86,0,0,0,FALSE,FALSE,"Both Correct","Correct","Correct"
87,0,1,1,TRUE,TRUE,"Both Wrong","Too Conservative","Too Conservative"
88,0,1,1,TRUE,TRUE,"Both Wrong","Too Conservative","Too Conservative"
89,0,1,1,TRUE,TRUE,"Both Wrong","Too Conservative","Too Conservative"
90,0,0,0,FALSE,FALSE,"Both Correct","Correct","Correct"
91,1,1,0,FALSE,TRUE,"Only Narrative Model Wrong","Correct","Too Liberal"
92,0,1,0,TRUE,FALSE,"Only Variable Model Wrong","Too Conservative","Correct"
93,1,1,1,FALSE,FALSE,"Both Correct","Correct","Correct"
94,1,1,0,FALSE,TRUE,"Only Narrative Model Wrong","Correct","Too Liberal"
95,1,1,0,FALSE,TRUE,"Only Narrative Model Wrong","Correct","Too Liberal"
96,0,0,0,FALSE,FALSE,"Both Correct","Correct","Correct"
97,0,1,1,TRUE,TRUE,"Both Wrong","Too Conservative","Too Conservative"
98,0,1,0,TRUE,FALSE,"Only Variable Model Wrong","Too Conservative","Correct"
99,0,1,1,TRUE,TRUE,"Both Wrong","Too Conservative","Too Conservative"
100,0,1,1,TRUE,TRUE,"Both Wrong","Too Conservative","Too Conservative"
